sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,is_renewal_needed,is_new_development,built_year,has_ac,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_storage_room,energy_certificate,has_parking,neighborhood,district,neigh_price_m2,house_type
150.0,4,3.0,2.0,610000,0,0,1970.0,1,1,1,0,0,1,1,3.0,1,aravaca,moncloa,3600.4,Pisos
203.0,4,3.0,2.0,675000,0,0,1970.0,0,1,0,0,1,0,0,3.0,0,ciudad universitaria,moncloa,3810.08,Pisos
143.0,3,3.0,2.0,768000,0,0,2001.0,1,0,1,0,1,0,1,3.0,1,aravaca,moncloa,3600.4,Pisos
160.0,3,3.0,0.0,799000,0,0,2003.0,1,1,1,0,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Pisos
102.0,2,2.0,2.0,249000,1,0,1970.0,0,0,0,0,0,0,0,4.0,0,aravaca,moncloa,3600.4,Casa o chalet
67.0,3,1.0,0.0,174900,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,valdezarza,moncloa,2951.77,Pisos
60.0,2,1.0,8.0,274900,0,0,1965.0,0,1,1,0,0,0,0,3.0,0,ciudad universitaria,moncloa,3810.08,Pisos
230.0,6,5.0,0.0,965000,0,0,2016.0,0,1,1,0,1,1,1,3.0,1,aravaca,moncloa,3600.4,Pisos
95.0,2,2.0,5.0,445000,0,0,1940.0,1,1,1,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Pisos
104.0,2,2.0,0.0,479000,0,0,2004.0,0,1,1,0,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Pisos
80.0,3,1.0,4.0,240000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,valdezarza,moncloa,2951.77,Pisos
288.0,4,3.0,2.0,993772,0,0,1970.0,1,0,0,1,1,1,0,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
205.0,4,3.0,2.0,1450000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,valdemarín,moncloa,4249.04,Pisos
330.0,4,4.0,2.0,1620000,1,0,2018.0,1,1,1,0,1,0,1,3.0,1,valdemarín,moncloa,4249.04,Pisos
116.0,3,2.0,6.0,575000,1,0,1970.0,0,1,1,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Áticos
60.0,1,1.0,2.0,345000,0,0,2004.0,1,1,0,0,1,0,0,3.0,1,valdemarín,moncloa,4249.04,Pisos
222.0,5,2.0,2.0,1299000,1,0,1928.0,0,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
53.0,1,1.0,2.0,240000,0,0,1930.0,0,1,0,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
121.0,3,2.0,2.0,545000,0,0,2002.0,1,1,1,0,1,1,1,3.0,1,aravaca,moncloa,3600.4,Pisos
84.0,3,1.0,0.0,220000,1,0,1962.0,0,1,1,0,0,1,0,1.0,0,casa de campo,moncloa,3630.68,Pisos
86.0,2,1.0,1.0,264999,0,0,1973.0,1,1,1,0,0,0,1,3.0,0,valdezarza,moncloa,2951.77,Pisos
131.0,3,2.0,0.5,633000,0,0,1970.0,1,1,0,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Pisos
118.0,3,2.0,7.0,650000,0,0,1998.0,1,1,1,0,0,0,1,3.0,1,casa de campo,moncloa,3630.68,Pisos
335.0,5,5.0,2.0,885000,0,0,1997.0,1,0,0,1,1,1,1,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
68.0,2,1.0,1.0,420000,0,0,2000.0,0,1,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
218.0,5,4.0,3.0,660000,1,0,1970.0,1,1,1,0,1,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
300.0,4,3.0,2.0,890000,0,0,1992.0,1,0,0,1,1,1,1,3.0,0,aravaca,moncloa,3600.4,Casa o chalet
211.0,5,3.0,2.0,646000,0,0,1971.0,1,1,1,0,1,0,0,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
300.0,5,3.0,2.0,1450000,0,0,1980.0,0,0,0,1,0,0,1,3.0,0,aravaca,moncloa,3600.4,Casa o chalet
280.0,5,3.0,0.0,1590000,0,0,1970.0,0,0,1,0,1,0,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
485.0,6,6.0,2.0,1475000,0,0,1970.0,1,0,0,1,1,0,1,3.0,0,aravaca,moncloa,3600.4,Casa o chalet
61.0,3,1.0,2.0,169000,0,0,1970.0,0,0,1,0,0,1,0,4.0,0,aravaca,moncloa,3600.4,Pisos
310.0,4,4.0,2.0,1390000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,argüelles,moncloa,4807.69,Pisos
80.0,3,1.0,3.0,279000,0,0,1970.0,0,1,1,0,0,0,1,3.0,0,valdezarza,moncloa,2951.77,Pisos
142.0,5,2.0,3.0,565000,1,0,1960.0,0,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
289.0,5,2.0,2.0,949000,0,0,2007.0,1,0,0,0,0,1,1,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
189.0,4,2.0,2.0,695000,0,0,1950.0,1,0,0,1,0,1,1,5.0,1,aravaca,moncloa,3600.4,Casa o chalet
500.0,6,6.0,2.0,1450000,0,0,1970.0,1,0,0,1,0,0,0,3.0,1,ciudad universitaria,moncloa,3810.08,Casa o chalet
277.0,5,4.0,2.0,740000,0,0,1970.0,0,0,0,1,0,1,0,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
178.0,4,2.0,2.0,725000,0,0,2001.0,1,1,1,0,1,0,1,7.0,1,aravaca,moncloa,3600.4,Pisos
88.0,3,1.0,1.0,240000,0,0,1970.0,1,1,1,0,0,1,0,1.0,0,casa de campo,moncloa,3630.68,Pisos
284.0,5,4.0,1.0,1350000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,aravaca,moncloa,3600.4,Pisos
410.0,6,6.0,2.0,1950000,0,0,1970.0,1,0,0,1,1,1,0,3.0,0,valdemarín,moncloa,4249.04,Casa o chalet
205.0,4,4.0,1.0,1470000,0,0,2012.0,1,1,1,0,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Pisos
500.0,6,4.0,2.0,3900000,0,0,1970.0,0,0,0,1,1,0,0,3.0,1,el plantío,moncloa,2569.96,Casa o chalet
127.0,3,2.0,0.0,530000,0,0,2002.0,1,1,0,0,1,1,1,3.0,0,aravaca,moncloa,3600.4,Pisos
144.0,4,2.0,4.0,677000,1,0,1950.0,0,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
81.0,1,1.0,3.0,258000,0,0,1971.0,1,1,1,0,0,0,0,3.0,0,aravaca,moncloa,3600.4,Pisos
127.0,3,2.0,0.0,520000,0,0,2002.0,1,1,1,0,1,1,1,3.0,1,aravaca,moncloa,3600.4,Pisos
190.0,5,2.0,2.0,619000,0,0,1970.0,0,0,0,0,0,1,1,4.0,1,aravaca,moncloa,3600.4,Casa o chalet
341.0,4,4.0,2.0,1448402,0,1,1970.0,0,0,0,0,0,1,0,3.0,0,valdemarín,moncloa,4249.04,Casa o chalet
341.0,4,4.0,2.0,1450273,0,1,1970.0,0,0,0,0,0,1,0,3.0,0,valdemarín,moncloa,4249.04,Casa o chalet
341.0,4,4.0,2.0,1451889,0,1,1970.0,0,0,0,0,0,1,0,3.0,0,valdemarín,moncloa,4249.04,Casa o chalet
441.0,5,5.0,2.0,1700000,0,1,1970.0,1,1,1,0,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Áticos
205.0,4,3.0,1.0,1450000,0,1,1970.0,1,1,1,0,1,0,1,3.0,1,valdemarín,moncloa,4249.04,Pisos
404.0,6,4.0,4.0,1210000,1,0,1957.0,0,1,1,0,0,1,1,3.0,1,argüelles,moncloa,4807.69,Pisos
213.0,4,3.0,2.0,1360000,0,0,1985.0,1,1,1,0,0,1,0,3.0,1,argüelles,moncloa,4807.69,Pisos
116.0,3,2.0,4.0,795000,0,0,1942.0,1,1,1,0,0,0,0,4.0,0,argüelles,moncloa,4807.69,Pisos
157.0,3,3.0,1.0,768000,0,0,1970.0,1,1,1,0,0,0,1,3.0,1,aravaca,moncloa,3600.4,Pisos
128.0,2,2.0,5.0,700000,0,0,1994.0,0,1,1,0,0,0,0,3.0,1,argüelles,moncloa,4807.69,Pisos
128.0,2,2.0,5.0,700000,0,0,1994.0,0,1,1,0,0,0,0,3.0,1,argüelles,moncloa,4807.69,Pisos
130.0,3,2.0,1.0,465000,0,0,1970.0,0,1,1,0,1,1,1,4.0,1,aravaca,moncloa,3600.4,Pisos
244.0,5,3.0,2.0,849000,0,0,1960.0,1,0,0,1,1,1,1,4.0,1,aravaca,moncloa,3600.4,Casa o chalet
151.0,4,1.0,2.0,595000,1,0,1970.0,0,0,0,1,0,0,1,3.0,0,aravaca,moncloa,3600.4,Casa o chalet
127.0,2,2.0,0.0,545000,0,0,2007.0,1,1,1,0,1,1,1,4.0,1,valdemarín,moncloa,4249.04,Pisos
200.0,3,3.0,0.0,775000,0,0,1970.0,1,1,1,0,1,1,1,5.0,0,el plantío,moncloa,2569.96,Pisos
250.0,5,5.0,2.0,690000,0,0,1987.0,1,0,0,1,1,1,1,4.0,0,aravaca,moncloa,3600.4,Casa o chalet
157.0,3,3.0,1.0,790000,0,0,2000.0,1,0,1,0,1,0,1,4.0,1,aravaca,moncloa,3600.4,Pisos
280.0,5,4.0,2.0,1120000,0,0,2002.0,1,1,1,0,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Dúplex
174.0,3,2.0,3.0,685000,0,0,2007.0,1,1,1,0,1,1,1,3.0,1,valdezarza,moncloa,2951.77,Pisos
218.0,6,4.0,3.0,1780000,0,0,1970.0,1,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
460.0,6,5.0,2.0,950000,1,0,2000.0,1,0,0,1,1,1,1,2.0,1,aravaca,moncloa,3600.4,Casa o chalet
155.0,4,3.0,1.0,930000,0,0,2005.0,1,1,1,0,1,1,1,3.0,0,valdemarín,moncloa,4249.04,Pisos
199.0,5,3.0,0.5,790000,0,0,1950.0,1,1,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
80.0,3,1.0,0.0,195000,0,0,1965.0,0,1,1,0,0,1,0,3.0,0,valdezarza,moncloa,2951.77,Pisos
71.0,2,1.0,2.0,219000,0,0,1970.0,0,0,1,0,0,0,0,2.0,0,casa de campo,moncloa,3630.68,Pisos
211.0,4,5.0,2.0,1250000,0,0,1970.0,1,1,1,0,1,1,1,3.0,1,aravaca,moncloa,3600.4,Áticos
418.0,5,6.0,2.0,2100000,0,0,1970.0,1,0,0,1,1,1,1,6.0,0,ciudad universitaria,moncloa,3810.08,Casa o chalet
382.0,3,5.0,2.0,1075000,1,0,1999.0,1,0,0,1,1,0,1,3.0,0,aravaca,moncloa,3600.4,Casa o chalet
170.0,4,2.0,5.0,1190000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Áticos
450.0,5,4.0,2.0,1800000,0,0,1984.0,0,0,0,1,1,1,1,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
174.0,4,3.0,1.0,970000,0,0,2006.0,1,1,1,0,1,1,1,5.0,1,valdemarín,moncloa,4249.04,Pisos
237.0,5,4.0,2.0,1175000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,aravaca,moncloa,3600.4,Pisos
208.0,4,2.0,3.0,930000,1,0,1950.0,0,1,1,0,0,0,0,4.0,0,argüelles,moncloa,4807.69,Pisos
145.0,3,3.0,7.0,665000,1,0,1940.0,1,1,1,0,0,1,0,3.0,0,ciudad universitaria,moncloa,3810.08,Pisos
83.0,3,1.0,1.0,278000,0,0,1968.0,0,1,1,0,0,0,1,1.0,0,valdezarza,moncloa,2951.77,Pisos
105.0,2,2.0,2.0,480000,0,0,1992.0,1,0,1,0,1,0,1,1.0,1,valdemarín,moncloa,4249.04,Pisos
46.0,1,1.0,5.0,235000,1,0,1929.0,0,1,0,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
220.0,4,4.0,5.0,640000,0,0,1970.0,1,1,1,0,1,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
270.0,4,3.0,2.0,900000,0,0,1970.0,0,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
300.0,6,4.0,2.0,1175000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,valdemarín,moncloa,4249.04,Áticos
297.0,4,2.0,2.0,1057000,1,0,1962.0,1,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
187.0,5,3.0,5.0,700000,0,0,1965.0,1,1,1,0,0,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
139.0,2,1.0,6.0,625000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
170.0,3,3.0,0.0,800000,0,0,2017.0,1,1,1,0,1,1,1,4.0,1,aravaca,moncloa,3600.4,Pisos
70.0,2,2.0,0.0,390000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
410.0,5,6.0,2.0,2100000,0,0,2020.0,1,0,0,1,1,0,0,3.0,1,ciudad universitaria,moncloa,3810.08,Casa o chalet
281.0,5,3.0,2.0,640000,0,0,1970.0,0,0,0,1,1,1,1,3.0,0,el plantío,moncloa,2569.96,Casa o chalet
218.0,4,4.0,4.0,1400000,0,0,1981.0,1,1,1,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Pisos
315.0,5,4.0,2.0,750000,0,0,2004.0,1,0,0,1,1,1,1,3.0,1,el plantío,moncloa,2569.96,Casa o chalet
106.0,2,2.0,6.0,585000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,argüelles,moncloa,4807.69,Pisos
104.0,3,2.0,4.0,450000,0,0,2007.0,0,1,1,0,1,0,1,3.0,1,valdezarza,moncloa,2951.77,Pisos
300.0,6,5.0,2.0,998000,0,0,1970.0,1,0,0,1,1,0,0,4.0,1,aravaca,moncloa,3600.4,Casa o chalet
73.0,1,1.0,1.0,430000,0,0,1970.0,1,1,1,0,0,0,0,1.0,0,argüelles,moncloa,4807.69,Pisos
216.0,5,3.0,3.0,725000,0,0,1965.0,1,1,1,0,1,0,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
485.0,4,4.0,1.0,2200000,0,0,1972.0,1,1,1,0,0,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Áticos
411.0,4,5.0,2.0,910000,0,0,2002.0,1,0,0,1,1,1,0,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
400.0,6,4.0,1.0,2200000,0,0,1969.0,1,1,1,0,0,1,1,3.0,0,ciudad universitaria,moncloa,3810.08,Pisos
190.0,4,3.0,5.0,640000,0,0,1970.0,1,1,1,0,1,1,0,5.0,1,ciudad universitaria,moncloa,3810.08,Pisos
214.0,3,3.0,3.0,1100000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
373.0,5,4.0,2.0,1375000,0,1,1970.0,0,0,0,1,1,1,0,3.0,1,ciudad universitaria,moncloa,3810.08,Casa o chalet
356.0,5,4.0,2.0,1275000,0,1,1970.0,0,0,0,1,1,1,0,3.0,1,ciudad universitaria,moncloa,3810.08,Casa o chalet
344.0,5,4.0,2.0,1225000,0,1,1970.0,0,0,0,1,1,1,0,3.0,1,ciudad universitaria,moncloa,3810.08,Casa o chalet
50.0,1,1.0,0.0,390000,0,1,1970.0,0,1,1,0,1,0,1,3.0,1,aravaca,moncloa,3600.4,Pisos
240.0,5,4.0,2.0,899000,0,0,2006.0,1,0,0,1,1,1,1,5.0,1,aravaca,moncloa,3600.4,Casa o chalet
449.0,5,5.0,2.0,1470000,0,0,1987.0,1,0,0,1,0,0,1,3.0,1,valdemarín,moncloa,4249.04,Casa o chalet
80.0,3,1.0,0.0,235000,0,0,1960.0,0,0,1,0,0,0,0,3.0,0,valdezarza,moncloa,2951.77,Pisos
410.0,6,5.0,2.0,850000,0,0,1970.0,0,0,0,1,1,1,0,3.0,0,aravaca,moncloa,3600.4,Casa o chalet
190.0,4,4.0,0.0,925000,0,0,1997.0,1,1,1,0,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Pisos
350.0,6,6.0,6.0,2950000,1,0,1971.0,0,1,1,0,0,1,1,3.0,1,argüelles,moncloa,4807.69,Pisos
320.0,5,4.0,2.0,845000,0,0,1989.0,1,0,0,1,1,1,1,3.0,1,el plantío,moncloa,2569.96,Casa o chalet
70.0,2,1.0,8.0,595000,0,0,1950.0,1,1,1,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Áticos
70.0,1,1.0,-1.0,189000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
200.0,4,3.0,1.0,699000,1,0,1970.0,0,1,1,0,0,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
89.0,2,1.0,1.0,275000,0,0,1974.0,0,1,1,0,0,0,1,3.0,0,valdezarza,moncloa,2951.77,Pisos
340.0,4,4.0,2.0,700000,0,0,1988.0,1,0,0,1,1,1,1,3.0,1,el plantío,moncloa,2569.96,Casa o chalet
360.0,5,5.0,3.0,1100000,0,0,2005.0,1,1,1,0,1,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
131.0,4,2.0,1.0,525000,1,0,1890.0,0,0,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
181.0,5,2.0,2.0,1075000,1,0,1970.0,0,0,0,1,0,0,0,3.0,1,casa de campo,moncloa,3630.68,Casa o chalet
152.0,3,2.0,8.0,690000,0,0,1970.0,1,1,1,0,0,0,1,3.0,1,valdezarza,moncloa,2951.77,Pisos
231.0,4,3.0,3.0,939900,1,0,1970.0,0,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
256.0,5,4.0,2.0,690000,0,0,1970.0,1,0,0,1,0,1,0,3.0,0,ciudad universitaria,moncloa,3810.08,Casa o chalet
80.0,2,2.0,0.0,375000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Pisos
358.0,3,2.0,2.0,1343600,0,1,1970.0,1,0,0,1,1,0,0,3.0,0,valdemarín,moncloa,4249.04,Casa o chalet
208.0,4,2.0,2.0,990000,1,0,1953.0,0,1,1,0,0,0,1,3.0,0,argüelles,moncloa,4807.69,Pisos
171.0,4,3.0,3.0,520000,1,0,1970.0,0,1,1,0,1,1,0,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
111.0,3,2.0,2.0,630000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
60.0,1,1.0,3.0,345000,0,0,2004.0,1,1,1,0,1,0,0,3.0,1,valdemarín,moncloa,4249.04,Pisos
264.0,5,3.0,3.0,1650000,0,0,1943.0,1,1,1,0,0,0,0,3.0,0,argüelles,moncloa,4807.69,Pisos
144.0,3,3.0,1.0,770000,0,0,2000.0,1,1,1,0,1,0,1,3.0,1,aravaca,moncloa,3600.4,Pisos
125.0,3,1.0,1.0,520000,0,0,1966.0,0,1,1,0,1,1,0,3.0,0,casa de campo,moncloa,3630.68,Pisos
340.0,3,3.0,2.0,1380000,0,0,2020.0,1,0,0,1,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Casa o chalet
108.0,2,2.0,1.0,450000,0,0,2007.0,1,1,1,0,1,0,1,3.0,1,valdezarza,moncloa,2951.77,Pisos
422.0,4,6.0,2.0,1280000,0,0,1980.0,1,0,0,1,1,0,1,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
306.0,4,5.0,2.0,995000,0,0,2002.0,1,0,0,1,1,1,0,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
261.0,5,4.0,2.0,625000,0,0,2002.0,1,0,0,1,0,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Casa o chalet
131.0,3,2.0,3.0,640000,0,0,1992.0,1,1,1,0,1,1,0,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
450.0,5,4.0,2.0,1850000,0,0,1970.0,1,0,0,1,0,0,0,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
370.0,4,6.0,2.0,1075000,0,0,1970.0,1,0,0,1,0,0,0,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
189.0,7,2.0,2.0,695000,1,0,1950.0,0,0,0,1,0,1,1,3.0,0,aravaca,moncloa,3600.4,Casa o chalet
247.0,5,4.0,2.0,975000,0,0,1970.0,1,0,0,1,1,1,1,5.0,1,aravaca,moncloa,3600.4,Casa o chalet
141.0,3,2.0,3.0,529000,0,0,1975.0,1,1,1,0,0,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Pisos
54.0,1,1.0,2.0,149000,0,0,1950.0,0,0,0,0,0,0,0,3.0,0,valdezarza,moncloa,2951.77,Pisos
235.0,4,3.0,2.0,970000,0,0,1970.0,1,1,1,0,0,1,1,5.0,0,argüelles,moncloa,4807.69,Pisos
399.0,5,5.0,2.0,1250000,0,0,1988.0,1,0,0,1,1,1,1,3.0,1,ciudad universitaria,moncloa,3810.08,Casa o chalet
424.0,5,5.0,2.0,1550000,0,0,1970.0,0,1,1,0,0,0,1,7.0,1,valdemarín,moncloa,4249.04,Dúplex
424.0,5,5.0,2.0,1550000,0,0,1970.0,1,1,1,0,0,1,1,7.0,0,ciudad universitaria,moncloa,3810.08,Dúplex
400.0,4,5.0,2.0,1580000,0,0,2018.0,1,0,0,1,1,1,0,7.0,0,ciudad universitaria,moncloa,3810.08,Casa o chalet
160.0,4,3.0,2.0,850000,0,0,1970.0,1,1,1,0,0,1,1,3.0,1,valdemarín,moncloa,4249.04,Áticos
129.0,3,2.0,6.0,650000,1,0,1970.0,1,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Áticos
168.0,3,3.0,1.0,700000,0,0,2000.0,1,1,1,0,1,1,0,3.0,1,valdemarín,moncloa,4249.04,Pisos
378.0,5,5.0,2.0,1250000,0,0,1970.0,1,0,0,1,1,1,1,3.0,1,aravaca,moncloa,3600.4,Casa o chalet
252.0,4,3.0,1.0,877000,1,0,1933.0,0,1,1,0,0,0,1,1.0,0,argüelles,moncloa,4807.69,Pisos
239.0,6,3.0,2.0,832000,0,0,1980.0,1,0,0,1,1,1,0,5.0,1,aravaca,moncloa,3600.4,Casa o chalet
486.0,4,5.0,2.0,1250000,0,0,1970.0,1,0,0,1,1,1,0,7.0,1,aravaca,moncloa,3600.4,Casa o chalet
148.0,3,2.0,4.0,650000,1,0,1970.0,1,1,1,0,0,1,0,3.0,0,argüelles,moncloa,4807.69,Pisos
213.0,4,2.0,3.0,950000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,argüelles,moncloa,4807.69,Pisos
297.0,6,3.0,2.0,999000,1,0,1970.0,0,1,1,0,0,1,1,3.0,0,argüelles,moncloa,4807.69,Pisos
337.0,5,3.0,2.0,1390000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,argüelles,moncloa,4807.69,Pisos
214.0,5,4.0,2.0,1400000,0,0,2018.0,1,1,1,0,1,1,1,3.0,1,aravaca,moncloa,3600.4,Dúplex
292.0,4,4.0,2.0,990000,0,0,2003.0,1,1,1,0,1,1,1,3.0,1,valdemarín,moncloa,4249.04,Dúplex
63.0,3,1.0,4.0,155000,0,0,1970.0,1,1,1,0,0,1,0,1.0,0,lucero,latina,2363.25,Pisos
90.0,2,2.0,4.0,430000,0,0,1970.0,1,1,1,0,0,0,1,3.0,1,las tablas,fuencarral,4256.38,Pisos
92.0,3,2.0,4.0,450000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,las tablas,fuencarral,4256.38,Pisos
128.0,3,2.0,0.0,630000,0,0,2005.0,1,1,1,0,1,0,1,3.0,1,montecarmelo,fuencarral,4610.95,Pisos
124.0,3,2.0,6.0,520000,1,0,1984.0,0,1,1,0,0,1,1,3.0,1,la paz,fuencarral,3500.0,Pisos
80.0,2,2.0,4.0,398000,0,0,2007.0,1,1,1,0,1,0,1,3.0,1,las tablas,fuencarral,4256.38,Pisos
142.0,4,2.0,5.0,570000,0,0,1990.0,1,1,1,0,1,1,1,3.0,1,la paz,fuencarral,3500.0,Pisos
484.0,7,4.0,2.0,920000,0,0,1986.0,0,0,0,1,0,0,0,3.0,1,peñagrande,fuencarral,3271.96,Casa o chalet
488.0,6,5.0,2.0,990000,0,0,1994.0,1,0,0,1,1,0,0,3.0,1,peñagrande,fuencarral,3271.96,Casa o chalet
215.0,5,3.0,9.0,735000,0,0,1973.0,1,1,1,0,1,0,1,3.0,0,pilar,fuencarral,3222.22,Pisos
285.0,5,3.0,2.0,1050000,0,0,2019.0,1,0,0,1,1,1,0,6.0,1,montecarmelo,fuencarral,4610.95,Casa o chalet
220.0,5,5.0,5.0,998000,0,0,1979.0,1,1,1,0,1,1,1,3.0,1,la paz,fuencarral,3500.0,Pisos
241.0,5,5.0,2.0,890000,0,0,1976.0,1,1,1,0,1,0,1,3.0,1,fuentelarreina,fuencarral,3371.55,Pisos
120.0,4,2.0,8.0,440000,0,0,1988.0,0,1,1,0,1,1,1,3.0,1,peñagrande,fuencarral,3271.96,Pisos
220.0,4,2.0,2.0,998000,0,0,1979.0,1,1,1,0,1,1,1,3.0,1,la paz,fuencarral,3500.0,Pisos
293.0,5,4.0,2.0,995000,0,0,1976.0,1,1,1,0,1,1,1,3.0,1,fuentelarreina,fuencarral,3371.55,Pisos
104.0,3,2.0,1.0,475000,0,0,1980.0,1,0,1,0,1,1,0,3.0,0,la paz,fuencarral,3500.0,Pisos
500.0,7,8.0,2.0,1090000,0,0,1994.0,1,0,0,1,1,1,0,4.0,1,peñagrande,fuencarral,3271.96,Casa o chalet
319.0,5,3.0,2.0,1650000,0,0,1968.0,0,0,0,1,1,0,0,3.0,0,mirasierra,fuencarral,3695.5,Casa o chalet
380.0,4,4.0,2.0,1330000,0,0,1970.0,1,0,0,1,1,1,0,3.0,0,mirasierra,fuencarral,3695.5,Casa o chalet
462.0,6,5.0,2.0,1500000,0,0,1970.0,0,0,0,1,0,0,0,4.0,1,mirasierra,fuencarral,3695.5,Casa o chalet
322.0,5,6.0,2.0,1050000,0,0,1970.0,1,0,0,1,1,1,1,7.0,1,peñagrande,fuencarral,3271.96,Casa o chalet
80.0,3,1.0,8.0,225000,0,0,1968.0,0,1,1,0,0,1,0,3.0,0,tres olivos - valverde,fuencarral,2648.73,Pisos
215.0,4,3.0,2.0,815000,0,0,1970.0,0,1,1,0,1,1,1,5.0,1,mirasierra,fuencarral,3695.5,Pisos
202.0,6,1.0,2.0,600000,0,0,1950.0,1,0,0,0,0,1,0,3.0,0,peñagrande,fuencarral,3271.96,Casa o chalet
93.0,2,2.0,1.0,369000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,las tablas,fuencarral,4256.38,Pisos
202.0,3,2.0,5.0,665562,0,0,2006.0,1,1,1,0,1,1,1,3.0,1,las tablas,fuencarral,4256.38,Áticos
265.0,4,4.0,3.0,830000,0,0,2005.0,0,1,1,0,1,1,1,3.0,1,peñagrande,fuencarral,3271.96,Dúplex
96.0,3,1.0,2.0,430000,1,0,1965.0,0,0,0,1,1,0,0,3.0,0,peñagrande,fuencarral,3271.96,Casa o chalet
393.0,6,5.0,2.0,978000,0,0,2004.0,1,0,0,1,1,0,0,3.0,1,peñagrande,fuencarral,3271.96,Casa o chalet
122.0,3,2.0,3.0,549000,0,0,1970.0,1,1,1,0,0,1,1,3.0,1,las tablas,fuencarral,4256.38,Pisos
111.0,3,2.0,3.0,500000,0,0,2005.0,0,1,1,0,1,0,1,3.0,1,montecarmelo,fuencarral,4610.95,Pisos
