Unnamed: 0,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,is_renewal_needed,is_new_development,built_year,has_ac,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_storage_room,energy_certificate,has_parking,neighborhood,district,neigh_price_m2,house_type
5014,85.0,3,1.0,1.0,175000,0,0,1985.0,0,1,1,0,0,1,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5015,90.0,1,1.0,0.0,150000,0,0,1970.0,1,0,0,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5016,88.0,3,2.0,4.0,220000,1,0,1970.0,1,1,1,0,0,1,0,3.0,1,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5017,70.0,3,1.0,4.0,73000,1,0,1972.0,0,0,1,0,0,0,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5018,65.0,2,1.0,2.0,115000,0,0,1966.0,0,0,1,0,0,0,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5019,122.0,2,2.0,2.0,254000,0,0,2002.0,1,1,1,0,0,1,1,3.0,0,San Diego,Puente de Vallecas,2007.79,Dúplex
5020,89.0,3,1.0,3.0,134000,0,0,1981.0,1,1,1,0,0,1,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5021,104.0,3,2.0,1.0,180000,0,0,1970.0,0,1,1,0,0,1,0,4.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5022,280.0,1,2.0,0.0,400000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5023,58.0,2,1.0,0.0,102000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5024,80.0,3,1.0,1.0,110000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5025,69.0,3,1.0,3.0,114000,1,0,1979.0,0,1,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5026,50.0,2,1.0,2.0,126900,0,0,1925.0,1,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5027,102.0,3,2.0,0.5,235000,0,0,2001.0,1,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5028,75.0,2,1.0,1.0,149000,0,0,2000.0,1,1,1,0,0,0,1,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5029,60.0,3,1.0,3.0,135000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5030,64.0,3,1.0,4.0,119000,0,0,1960.0,0,0,0,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5031,70.0,3,1.0,4.0,88782,0,0,1970.0,0,0,0,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5032,67.0,3,1.0,1.0,135000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5033,72.0,0,1.0,1.0,124200,0,0,1970.0,0,0,0,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5034,95.0,3,1.0,2.0,195000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5035,60.0,2,1.0,2.0,130000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5036,70.0,2,1.0,3.0,113900,0,0,1960.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5037,69.0,3,1.0,0.0,122000,0,0,1956.0,0,0,1,0,0,0,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5038,39.0,1,1.0,1.0,128000,0,0,1970.0,0,0,0,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5039,65.0,2,1.0,3.0,125220,1,0,1970.0,0,0,0,0,0,0,0,1.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5040,80.0,3,2.0,2.0,144990,1,0,1974.0,1,0,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5041,110.0,3,2.0,0.0,188000,0,0,1970.0,1,1,1,0,0,0,0,2.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5042,45.0,1,1.0,1.0,96470,0,0,1998.0,0,0,0,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5043,73.0,2,1.0,0.0,136000,0,0,1966.0,1,0,0,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5044,50.0,1,1.0,0.0,138000,0,0,1997.0,0,0,0,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5045,65.0,2,1.0,2.0,101000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5046,60.0,1,1.0,0.0,90000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5047,58.0,2,1.0,3.0,129000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5048,84.0,2,1.0,2.0,167700,0,0,2005.0,0,1,1,0,0,0,1,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5049,120.0,4,2.0,2.0,220000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5050,48.0,2,1.0,2.0,100000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5051,75.0,2,1.0,2.0,125000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5052,62.0,3,1.0,2.0,99000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5053,70.0,3,1.0,5.0,112700,1,0,1960.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5054,25.0,1,1.0,0.0,72000,0,0,1970.0,0,0,1,0,0,0,0,1.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5055,68.0,2,1.0,1.0,103500,0,0,1970.0,0,1,0,0,0,0,0,1.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5056,66.0,3,1.0,4.0,135500,1,0,1970.0,0,0,1,0,0,1,0,2.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5057,65.0,1,1.0,0.0,129000,0,0,1900.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5058,87.0,2,2.0,6.0,225000,0,0,2005.0,1,1,1,0,1,1,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5059,114.0,4,2.0,3.0,200000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5060,67.0,3,1.0,4.0,104100,1,0,1953.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5061,108.0,3,2.0,3.0,240000,0,0,2006.0,0,0,0,0,0,0,1,4.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5062,78.0,2,1.0,2.0,140900,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5063,76.0,2,1.0,2.0,236000,1,0,2005.0,0,1,0,0,0,0,1,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5064,81.0,3,1.0,4.0,122500,1,0,1970.0,1,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5065,104.0,3,2.0,-1.0,140000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5066,70.0,3,1.0,1.0,220000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5067,72.0,2,1.0,0.0,125900,0,0,1915.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5068,84.0,2,1.0,2.0,167700,0,0,2005.0,0,1,0,0,0,0,1,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5069,130.0,2,1.0,3.0,350000,0,0,1970.0,1,0,1,0,0,1,1,3.0,0,San Diego,Puente de Vallecas,2007.79,Áticos
5070,105.0,2,2.0,4.0,299000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5071,57.0,0,1.0,0.0,150000,0,0,1970.0,1,1,1,0,1,1,0,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5072,122.0,3,2.0,7.0,250000,0,0,1970.0,0,1,1,0,0,1,1,3.0,1,Numancia,Puente de Vallecas,2081.94,Pisos
5073,112.0,3,1.0,3.0,224000,0,0,1970.0,0,1,1,0,0,1,1,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5074,58.0,1,1.0,2.0,103000,0,0,1994.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5075,76.0,3,1.0,2.0,155000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5076,70.0,2,1.0,0.0,109000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5077,75.0,2,1.0,7.0,175000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Áticos
5078,60.0,1,1.0,2.0,160000,0,0,2006.0,1,1,1,0,1,0,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5079,45.0,1,1.0,1.0,127000,0,0,1970.0,0,0,0,0,0,0,0,1.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5080,55.0,2,1.0,3.0,106000,0,0,1970.0,1,0,0,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5081,85.0,2,2.0,8.0,280000,0,0,2008.0,1,1,1,0,1,0,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5082,71.0,3,1.0,1.0,135000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5083,58.0,3,1.0,3.0,125000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5084,90.0,3,2.0,5.0,225000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5085,116.0,3,2.0,4.0,318000,0,0,2006.0,1,1,0,0,1,1,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5086,102.0,3,2.0,8.0,270000,0,0,1970.0,0,1,1,0,0,1,1,3.0,1,Numancia,Puente de Vallecas,2081.94,Pisos
5087,55.0,2,1.0,4.0,110000,0,0,1963.0,0,0,1,0,0,1,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5088,120.0,3,2.0,2.0,150000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5089,102.0,3,2.0,3.0,225000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5090,160.0,5,3.0,2.0,330000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5091,80.0,2,2.0,0.0,190000,0,0,1970.0,1,1,1,0,0,0,0,3.0,1,Numancia,Puente de Vallecas,2081.94,Pisos
5092,86.0,2,2.0,8.0,230000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5093,100.0,3,2.0,5.0,225000,0,0,1970.0,1,1,1,0,0,0,1,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5094,80.0,2,1.0,3.0,140000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5095,89.0,2,1.0,2.0,235000,0,0,2005.0,1,1,1,0,0,0,1,3.0,1,San Diego,Puente de Vallecas,2007.79,Pisos
5096,112.0,3,1.0,4.0,280000,0,0,1970.0,0,1,1,0,1,1,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5097,65.0,2,1.0,2.0,125000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5098,55.0,1,1.0,1.0,118000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5099,75.0,1,1.0,0.0,77000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5100,53.0,3,1.0,3.0,108000,0,0,1970.0,0,0,0,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5101,69.0,3,1.0,3.0,114000,0,0,1970.0,0,1,0,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5102,77.0,3,1.0,4.0,122400,0,0,1970.0,0,0,0,0,0,1,0,1.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5103,63.0,2,1.0,1.0,125000,0,0,1970.0,1,0,0,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5104,95.0,2,2.0,1.0,235000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5105,55.0,2,1.0,1.0,125000,0,0,1970.0,1,0,1,0,0,0,0,7.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5106,53.0,3,1.0,3.0,108000,0,0,1970.0,0,0,0,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5107,89.0,3,1.0,2.0,180000,0,0,1970.0,1,0,1,0,0,1,0,3.0,1,Portazgo,Puente de Vallecas,1896.75,Pisos
5108,85.0,3,1.0,2.0,230000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5109,47.0,1,1.0,0.0,69900,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5110,63.0,2,1.0,2.0,150000,0,0,1969.0,1,0,1,0,0,0,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5111,30.0,1,1.0,0.0,73000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5112,95.0,3,2.0,2.0,210000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5113,45.0,0,1.0,1.0,110000,0,0,1970.0,0,0,1,0,0,0,0,7.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5114,60.0,2,1.0,2.0,125000,1,0,1920.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5115,74.0,3,1.0,1.0,125000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5116,60.0,3,1.0,4.0,94000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5117,54.0,2,1.0,1.0,112000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5118,57.0,2,1.0,1.0,106000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5119,70.0,2,1.0,4.0,80000,1,0,1970.0,0,0,0,0,0,1,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5120,62.0,2,1.0,2.0,115000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5121,105.0,3,2.0,1.0,210000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5122,115.0,3,1.0,2.0,240000,0,0,1970.0,1,0,1,0,0,1,1,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5123,75.0,2,2.0,2.0,170000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Áticos
5124,50.0,1,1.0,2.0,160000,0,0,2007.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Áticos
5125,95.0,3,1.0,1.0,165000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5126,170.0,4,2.0,3.0,450000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,Palomeras Bajas,Puente de Vallecas,1983.7,Áticos
5127,61.0,1,1.0,2.0,180000,0,0,2007.0,1,1,1,0,1,1,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5128,78.0,2,1.0,1.0,130000,0,0,1997.0,0,0,1,0,0,0,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5129,57.0,2,1.0,4.0,170000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5130,86.0,3,1.0,1.0,210000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5131,72.0,0,1.0,1.0,130000,0,0,1970.0,1,1,1,0,0,0,0,7.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5132,93.0,2,2.0,4.0,288000,0,0,1970.0,0,1,1,0,1,0,1,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5133,103.0,4,2.0,1.0,196999,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5134,50.0,2,1.0,1.0,160000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5135,120.0,3,2.0,9.0,350000,0,0,1970.0,1,1,1,0,1,1,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5136,66.0,2,1.0,3.0,140000,0,0,1970.0,1,0,1,0,0,1,1,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5137,76.0,3,1.0,2.0,135000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5138,60.0,2,1.0,2.0,110000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5139,30.0,1,1.0,0.0,69000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5140,31.0,1,1.0,1.0,70000,0,0,1970.0,1,0,0,0,0,0,0,6.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5141,80.0,3,1.0,3.0,155000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5142,110.0,3,1.0,4.0,155000,1,0,1970.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5143,63.0,4,1.0,2.0,165000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5144,39.0,0,1.0,1.0,99000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5145,63.0,2,1.0,4.0,133500,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5146,46.0,3,1.0,5.0,125000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5147,87.0,3,1.0,1.0,190000,0,0,1970.0,1,1,1,0,0,0,0,3.0,1,Numancia,Puente de Vallecas,2081.94,Pisos
5148,37.0,0,1.0,1.0,80000,0,0,1970.0,1,0,0,0,0,0,0,7.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5149,65.0,2,1.0,3.0,112000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5150,122.0,4,1.0,3.0,275000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5151,50.0,2,1.0,0.0,130000,1,0,1965.0,0,0,1,0,0,1,0,7.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5152,68.0,2,1.0,0.0,158500,0,0,1970.0,1,1,1,0,0,0,1,5.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5153,60.0,2,1.0,3.0,126000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5154,88.0,3,2.0,2.0,220000,0,0,1989.0,1,1,0,0,0,1,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5155,84.0,2,1.0,2.0,290000,0,0,1970.0,0,0,1,0,0,0,0,1.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5156,90.0,2,2.0,2.0,290000,0,0,1970.0,1,1,1,0,0,0,1,6.0,1,Numancia,Puente de Vallecas,2081.94,Pisos
5157,250.0,11,9.0,1.0,499998,0,0,1970.0,1,0,0,0,0,1,1,6.0,0,Numancia,Puente de Vallecas,2081.94,Casa o chalet
5158,63.0,2,1.0,1.0,130000,0,0,1970.0,0,1,1,0,0,1,1,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5159,70.0,1,1.0,0.0,90000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5160,58.0,2,1.0,1.0,165000,0,0,2006.0,1,1,1,0,0,0,1,7.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5161,68.0,1,2.0,3.0,195000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Dúplex
5162,92.0,2,2.0,5.0,380000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5163,77.0,2,1.0,2.0,236000,0,0,1970.0,0,1,0,0,0,0,0,1.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5164,58.0,2,1.0,1.0,99900,0,0,1970.0,0,0,0,0,0,0,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5165,119.0,3,1.0,1.0,190000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5166,89.0,3,1.0,3.0,150000,0,0,1970.0,0,0,1,0,0,0,0,4.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5167,58.0,3,1.0,2.0,125000,0,0,1970.0,0,0,0,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5168,65.0,2,1.0,1.0,110000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5169,94.0,3,2.0,2.0,133000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5170,90.0,3,1.0,1.0,150000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5171,25.0,1,1.0,2.0,150000,0,0,1970.0,0,0,1,0,0,1,0,7.0,0,San Diego,Puente de Vallecas,2007.79,Áticos
5172,52.0,1,1.0,1.0,175000,0,0,1970.0,1,1,1,0,0,0,0,3.0,1,Numancia,Puente de Vallecas,2081.94,Pisos
5173,45.0,1,1.0,2.0,150000,0,0,1970.0,0,0,1,0,0,1,0,7.0,0,San Diego,Puente de Vallecas,2007.79,Áticos
5174,90.0,2,1.0,1.0,170000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5175,60.0,1,1.0,8.0,205000,0,0,1970.0,1,1,1,0,1,0,1,5.0,1,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5176,60.0,1,1.0,0.0,155000,0,0,1970.0,1,0,1,0,0,0,0,7.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5177,115.0,3,1.0,3.0,320000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,Numancia,Puente de Vallecas,2081.94,Áticos
5178,61.0,2,1.0,1.0,99900,0,0,1970.0,0,0,0,0,0,0,0,2.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5179,110.0,3,2.0,1.0,245000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5180,65.0,3,1.0,2.0,118000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5181,125.0,3,1.0,1.0,240000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5182,60.0,2,1.0,1.0,124900,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,Palomeras sureste,Puente de Vallecas,2076.58,Pisos
5183,90.0,3,1.0,5.0,195000,1,0,1982.0,0,1,1,0,0,1,0,4.0,1,Numancia,Puente de Vallecas,2081.94,Pisos
5184,78.0,3,1.0,1.0,115000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Entrevías,Puente de Vallecas,1574.36,Pisos
5185,60.0,2,1.0,0.0,85000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5186,59.0,2,1.0,4.0,120000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5187,70.0,2,1.0,1.0,155000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5188,60.0,2,1.0,2.0,130000,0,0,1970.0,1,0,1,0,0,0,1,7.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5189,50.0,2,1.0,2.0,120000,0,0,1970.0,0,0,1,0,0,0,0,2.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5190,30.0,2,1.0,2.0,90000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Áticos
5191,60.0,3,1.0,0.0,115000,1,0,1960.0,0,0,1,0,0,0,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5192,110.0,3,1.0,3.0,282000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Numancia,Puente de Vallecas,2081.94,Pisos
5193,115.0,3,2.0,1.0,290000,0,0,1970.0,0,1,1,0,0,0,0,7.0,1,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
5194,120.0,4,2.0,3.0,195000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Portazgo,Puente de Vallecas,1896.75,Pisos
5195,90.0,3,1.0,3.0,145000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,San Diego,Puente de Vallecas,2007.79,Pisos
5196,90.0,3,1.0,1.0,150000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,Palomeras Bajas,Puente de Vallecas,1983.7,Pisos
