Unnamed: 0,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,is_renewal_needed,is_new_development,built_year,has_ac,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_storage_room,energy_certificate,has_parking,neighborhood,district,neigh_price_m2,house_type
12984,83.0,2,2.0,3.0,286800,0,1,1970.0,0,1,1,0,0,1,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
12985,77.0,2,2.0,1.0,255770,0,1,1970.0,0,1,1,0,0,1,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
12986,85.0,2,2.0,2.0,299000,0,1,1970.0,0,1,1,0,0,0,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
12987,77.0,2,2.0,2.0,260040,0,1,1970.0,0,1,1,0,0,1,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
12988,77.0,2,2.0,3.0,264310,0,1,1970.0,0,1,1,0,0,1,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
12989,87.0,3,1.0,5.0,188200,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
12990,184.0,3,2.0,0.0,525000,0,0,1970.0,0,1,1,0,1,1,0,3.0,1,Concepción,Ciudad Lineal,3341.09,Pisos
12991,208.0,3,3.0,1.0,875000,0,0,1970.0,0,1,1,0,1,1,1,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
12992,73.0,3,1.0,2.0,146000,1,0,1974.0,0,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
12993,40.0,1,1.0,0.0,66000,1,0,1970.0,0,0,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
12994,82.0,2,2.0,4.0,225000,0,0,1965.0,1,0,0,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
12995,138.0,3,2.0,2.0,429000,0,0,2002.0,1,1,1,0,1,0,1,3.0,1,Quintana,Ciudad Lineal,2900.58,Pisos
12996,170.0,4,3.0,4.0,712000,0,0,1970.0,0,1,1,0,1,1,0,3.0,0,Costillares,Ciudad Lineal,4235.69,Pisos
12997,75.0,3,1.0,3.0,205000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
12998,141.0,3,2.0,2.0,530000,0,0,1970.0,1,1,1,0,0,0,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
12999,75.0,2,1.0,2.0,230000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13000,56.0,3,1.0,2.0,148000,1,0,1960.0,1,0,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13001,75.0,2,1.0,2.0,257000,0,0,1970.0,1,0,1,0,0,1,0,5.0,0,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13002,100.0,3,2.0,2.0,369000,0,0,1970.0,1,1,1,0,0,1,0,4.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13003,99.0,2,2.0,6.0,358000,0,1,1970.0,0,1,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13004,80.0,2,2.0,5.0,270000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13005,85.0,2,2.0,5.0,288000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13006,80.0,2,2.0,4.0,340000,0,1,1970.0,0,1,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13007,85.0,2,2.0,4.0,283000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13008,91.0,2,2.0,3.0,298000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13009,105.0,3,2.0,2.0,338000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13010,87.0,2,2.0,2.0,289000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13011,105.0,3,2.0,1.0,330000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13012,89.0,2,2.0,1.0,283000,0,1,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13013,85.0,2,2.0,1.0,268000,0,1,1970.0,0,1,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13014,79.0,3,1.0,1.0,239900,0,0,1956.0,1,1,0,0,0,1,1,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13015,51.0,2,1.0,1.0,160000,0,0,1964.0,1,1,1,0,0,1,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13016,292.0,6,3.0,4.0,1375000,0,0,1984.0,0,1,1,0,1,1,1,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13017,65.0,1,1.0,-1.0,118000,0,0,1982.0,0,1,0,0,0,1,0,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13018,48.0,1,1.0,0.0,300000,0,0,1970.0,0,1,1,0,1,0,0,3.0,1,Colina,Ciudad Lineal,4677.53,Pisos
13019,170.0,4,2.0,1.0,320000,0,0,1970.0,1,0,1,0,0,1,1,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13020,56.0,2,1.0,1.0,139900,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13021,68.0,2,2.0,0.0,115000,1,0,1956.0,1,0,1,0,0,0,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13022,65.0,1,1.0,2.0,326625,0,0,2019.0,1,1,1,0,1,0,1,3.0,1,Quintana,Ciudad Lineal,2900.58,Pisos
13023,65.0,1,1.0,0.0,343766,0,0,2019.0,1,1,1,0,1,1,1,3.0,1,Quintana,Ciudad Lineal,2900.58,Pisos
13024,145.0,3,3.0,4.0,530000,0,0,1970.0,0,1,1,0,1,0,1,3.0,0,Costillares,Ciudad Lineal,4235.69,Pisos
13025,127.0,3,2.0,1.0,489000,0,0,1970.0,1,1,1,0,1,0,1,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13026,145.0,4,3.0,1.0,615000,0,0,1970.0,0,1,1,0,1,1,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13027,91.0,3,2.0,8.0,295000,0,0,1965.0,0,1,1,0,0,0,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13028,73.0,4,1.0,1.0,188000,0,0,1960.0,0,1,0,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13029,138.0,4,2.0,3.0,523127,0,0,2001.0,1,1,1,0,1,0,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13030,70.0,3,1.0,0.0,145000,0,0,1960.0,0,0,0,0,0,0,0,6.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13031,90.0,3,1.0,1.0,248000,1,0,1989.0,0,0,1,0,0,1,1,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13032,105.0,3,2.0,1.0,370000,0,0,1968.0,1,0,1,0,1,1,1,3.0,1,San Pascual,Ciudad Lineal,4015.76,Pisos
13033,73.0,0,1.0,0.0,199000,0,0,1966.0,0,0,1,0,0,0,0,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13034,251.0,2,2.0,1.0,465000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13035,85.0,2,1.0,0.0,270000,0,0,1965.0,1,0,1,0,0,0,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13036,133.0,4,2.0,8.0,470000,0,0,2003.0,1,1,1,0,0,0,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13037,155.0,3,2.0,1.0,650000,0,0,1970.0,0,1,1,0,1,1,0,3.0,0,Costillares,Ciudad Lineal,4235.69,Pisos
13038,410.0,5,4.0,1.0,1250000,0,0,1970.0,1,1,1,0,1,1,1,4.0,1,San Pascual,Ciudad Lineal,4015.76,Áticos
13039,149.0,3,2.0,8.0,630000,0,0,2001.0,1,1,1,0,1,1,1,3.0,1,Pueblo Nuevo,Ciudad Lineal,2578.87,Áticos
13040,70.0,2,1.0,0.0,175000,1,0,1964.0,1,1,1,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13041,72.0,4,1.0,0.0,150000,0,0,1960.0,0,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13042,80.0,3,1.0,2.0,185000,1,0,1970.0,0,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13043,70.0,3,1.0,4.0,179000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13044,85.0,3,1.0,1.0,250000,0,0,1966.0,1,1,1,0,0,0,0,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13045,92.0,3,1.0,1.0,175000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13046,148.0,4,3.0,1.0,580000,0,0,1976.0,1,1,1,0,0,1,0,3.0,1,San Pascual,Ciudad Lineal,4015.76,Pisos
13047,118.0,3,2.0,1.0,219000,0,0,1980.0,1,0,1,0,0,1,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13048,88.0,3,2.0,3.0,185000,0,0,1965.0,1,0,1,0,0,0,0,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13049,109.0,4,2.0,5.0,265000,1,0,1970.0,1,1,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13050,57.0,2,1.0,2.0,169000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13051,130.0,4,3.0,9.0,670000,0,0,1970.0,0,1,0,0,0,1,1,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13052,254.0,5,4.0,3.0,1250000,0,0,1985.0,0,1,1,0,1,0,1,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13053,77.0,2,1.0,1.0,139000,0,0,1970.0,0,0,0,0,0,1,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13054,66.0,2,1.0,5.0,173000,1,0,1970.0,0,1,1,0,0,1,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13055,72.0,3,1.0,2.0,187000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13056,78.0,3,1.0,1.0,180000,0,0,1970.0,0,1,1,0,0,1,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13057,74.0,2,1.0,0.0,209500,0,0,1970.0,0,0,0,0,0,1,1,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13058,76.0,3,1.0,5.0,205000,1,0,1970.0,0,1,1,0,0,1,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13059,62.0,2,1.0,1.0,280000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13060,75.0,3,1.0,4.0,240000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13061,84.0,3,1.0,4.0,259000,1,0,1970.0,0,1,1,0,0,0,0,3.0,1,San Pascual,Ciudad Lineal,4015.76,Pisos
13062,71.0,3,1.0,6.0,205000,0,0,1973.0,1,1,1,0,0,1,0,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13063,317.0,5,6.0,1.0,1445368,0,1,1970.0,0,1,1,0,0,1,1,7.0,1,Colina,Ciudad Lineal,4677.53,Dúplex
13064,50.0,2,1.0,4.0,170000,0,0,1965.0,1,0,1,0,0,1,1,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13065,400.0,5,4.0,4.0,1395000,0,0,1970.0,0,1,1,0,1,1,1,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13066,200.0,4,2.0,1.0,900000,0,0,1970.0,0,0,1,0,0,0,1,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13067,70.0,2,3.0,1.0,218000,0,0,1970.0,1,0,1,0,0,0,0,4.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13068,72.0,2,1.0,3.0,220000,0,0,1978.0,0,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13069,45.0,2,1.0,0.0,135000,0,0,1970.0,1,0,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13070,67.0,2,1.0,2.0,179000,0,0,1962.0,0,1,1,0,0,1,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13071,78.0,2,1.0,3.0,154000,0,0,1970.0,1,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13072,250.0,5,4.0,7.0,950000,0,0,1970.0,1,1,1,0,1,1,1,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13073,400.0,4,4.0,1.0,875000,1,0,1970.0,0,0,0,1,1,1,1,1.0,1,Colina,Ciudad Lineal,4677.53,Casa o chalet
13074,181.0,5,3.0,1.0,597000,0,0,1970.0,1,1,1,0,1,1,1,3.0,0,Costillares,Ciudad Lineal,4235.69,Pisos
13075,142.0,4,2.0,7.0,700000,0,0,1983.0,1,1,1,0,1,1,0,3.0,1,San Pascual,Ciudad Lineal,4015.76,Pisos
13076,64.0,1,1.0,7.0,269500,0,0,1970.0,1,1,1,0,1,0,1,5.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13077,80.0,3,2.0,1.0,226000,0,0,1969.0,1,1,1,0,0,0,0,3.0,1,Ventas,Ciudad Lineal,2686.93,Pisos
13078,65.0,2,1.0,3.0,257750,0,0,1970.0,0,1,1,0,1,1,0,6.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13079,110.0,1,1.0,0.0,215000,0,0,1970.0,0,0,1,0,0,0,0,6.0,0,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13080,58.0,2,1.0,2.0,165000,1,0,1960.0,0,1,0,0,0,1,0,1.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13081,60.0,2,1.0,0.5,149900,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13082,154.0,3,2.0,1.0,535000,0,0,1966.0,1,1,1,0,0,1,0,3.0,1,Colina,Ciudad Lineal,4677.53,Pisos
13083,102.0,3,2.0,3.0,435000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,Colina,Ciudad Lineal,4677.53,Pisos
13084,70.0,2,2.0,1.0,218000,0,0,1970.0,0,0,1,0,0,0,0,4.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13085,154.0,4,2.0,1.0,489000,1,0,1966.0,1,1,1,0,0,1,0,2.0,1,Colina,Ciudad Lineal,4677.53,Pisos
13086,81.0,4,1.0,2.0,169000,1,0,1965.0,0,0,1,0,0,0,0,4.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13087,47.0,2,1.0,2.0,145000,1,0,1955.0,0,0,1,0,0,0,0,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13088,77.0,2,2.0,1.0,349000,0,0,1970.0,0,1,1,0,1,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13089,123.0,4,1.0,2.0,305000,1,0,1955.0,1,1,1,0,0,1,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13090,111.0,4,2.0,2.0,320000,0,0,1970.0,1,1,1,0,0,1,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13091,185.0,3,1.0,0.5,390000,0,0,1970.0,1,1,1,0,0,1,0,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13092,163.0,3,2.0,9.0,695000,0,0,1970.0,1,1,1,0,1,1,1,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13093,134.0,4,2.0,8.0,470000,0,0,1970.0,1,1,1,0,0,0,0,3.0,1,Concepción,Ciudad Lineal,3341.09,Pisos
13094,138.0,4,2.0,2.0,598000,0,0,1970.0,1,1,1,0,1,0,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13095,90.0,3,2.0,4.0,330000,0,0,1994.0,1,1,1,0,0,0,0,3.0,1,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13096,70.0,2,1.0,7.0,210000,1,0,1960.0,1,1,1,0,0,1,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13097,170.0,4,3.0,4.0,712000,0,0,1970.0,0,1,1,0,1,1,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13098,84.0,3,2.0,1.0,220000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13099,195.0,3,4.0,3.0,720000,0,0,1992.0,0,1,1,0,0,1,0,3.0,1,Ventas,Ciudad Lineal,2686.93,Dúplex
13100,70.0,3,1.0,3.0,154000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13101,46.0,1,1.0,1.0,301700,0,0,1970.0,0,1,0,0,0,0,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13102,139.0,3,3.0,5.0,890000,0,0,2000.0,1,1,1,0,1,0,1,5.0,1,San Pascual,Ciudad Lineal,4015.76,Dúplex
13103,212.0,5,4.0,1.0,849000,0,0,1969.0,0,0,0,1,0,1,0,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Casa o chalet
13104,174.0,5,3.0,1.0,630000,0,0,1965.0,0,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13105,54.0,3,1.0,2.0,146000,0,0,1970.0,0,0,0,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13106,68.0,3,1.0,0.0,155000,0,0,1960.0,1,0,1,0,0,0,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13107,90.0,3,2.0,3.0,250000,0,0,1964.0,1,0,1,0,0,1,0,2.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13108,100.0,3,2.0,2.0,378000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13109,82.0,2,1.0,3.0,275000,0,0,1963.0,0,1,1,0,0,0,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13110,64.0,3,1.0,1.0,123003,0,0,1970.0,0,1,0,0,0,0,0,1.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13111,106.0,1,2.0,3.0,429600,0,0,1970.0,1,1,1,0,0,1,1,3.0,0,Quintana,Ciudad Lineal,2900.58,Dúplex
13112,87.0,0,1.0,2.0,270000,0,0,2008.0,1,1,1,0,1,0,1,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13113,133.0,1,1.0,3.0,440000,0,0,2008.0,1,1,1,0,1,1,1,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Áticos
13114,115.0,3,2.0,3.0,255000,1,0,1970.0,1,1,1,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13115,75.0,2,1.0,2.0,176000,0,0,1970.0,0,0,1,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13116,61.0,1,1.0,5.0,250000,0,0,1970.0,1,1,1,0,1,0,0,3.0,0,Colina,Ciudad Lineal,4677.53,Áticos
13117,65.0,3,1.0,0.0,143000,0,0,1970.0,0,0,1,0,0,1,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13118,89.0,3,1.0,4.0,238000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13119,91.0,2,2.0,7.0,370000,0,0,1999.0,1,1,1,0,1,1,0,3.0,0,Colina,Ciudad Lineal,4677.53,Pisos
13120,88.0,2,2.0,0.0,230000,0,0,2020.0,1,1,1,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13121,98.0,2,2.0,1.0,271000,0,0,2019.0,1,1,1,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13122,172.0,4,2.0,4.0,429000,0,0,2020.0,1,1,1,0,0,1,0,3.0,1,Ventas,Ciudad Lineal,2686.93,Áticos
13123,114.0,2,2.0,1.0,335000,0,0,1972.0,1,1,1,0,0,1,1,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13124,60.0,2,1.0,1.0,175000,1,0,1970.0,0,1,1,0,0,0,0,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13125,50.0,0,1.0,5.0,230000,0,0,1970.0,1,1,1,0,1,1,0,3.0,0,Colina,Ciudad Lineal,4677.53,Áticos
13126,95.0,4,2.0,2.0,240000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13127,58.0,2,1.0,1.0,132000,0,0,1970.0,0,0,1,0,0,1,0,2.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13128,80.0,2,1.0,0.0,219000,0,0,1970.0,0,1,1,0,0,1,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13129,235.0,5,3.0,1.0,1090000,0,0,1978.0,1,1,1,0,1,1,1,4.0,1,Colina,Ciudad Lineal,4677.53,Pisos
13130,60.0,2,1.0,0.0,160000,0,0,1970.0,0,0,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13131,81.0,3,1.0,3.0,320000,1,0,1960.0,0,1,1,0,0,1,1,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13132,95.0,3,1.0,1.0,229750,0,0,1989.0,0,0,1,0,0,1,1,3.0,0,San Pascual,Ciudad Lineal,4015.76,Pisos
13133,53.0,2,1.0,1.0,225000,0,0,1981.0,0,1,1,0,0,1,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13134,90.0,3,1.0,4.0,260000,0,0,1970.0,1,1,1,0,0,0,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13135,110.0,4,2.0,2.0,235000,0,0,1981.0,1,0,1,0,0,1,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13136,87.0,2,1.0,3.0,260000,1,0,1957.0,1,1,1,0,0,0,1,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13137,100.0,4,2.0,1.0,298000,0,0,1975.0,1,1,1,0,0,1,1,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13138,47.0,1,1.0,7.0,301700,0,0,2007.0,0,1,1,0,1,0,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13139,97.0,2,2.0,1.0,330000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13140,152.0,4,3.0,8.0,650000,0,0,1970.0,1,1,1,0,1,0,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13141,247.0,4,3.0,3.0,950000,0,0,1970.0,0,1,1,0,1,0,0,3.0,1,San Juan Bautista,Ciudad Lineal,4098.7,Pisos
13142,290.0,4,4.0,1.0,1099000,0,0,1970.0,1,1,1,0,1,1,0,3.0,1,San Pascual,Ciudad Lineal,4015.76,Pisos
13143,210.0,4,3.0,2.0,880000,0,0,1970.0,0,1,1,0,1,0,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13144,90.0,3,2.0,2.0,245000,0,0,1970.0,1,1,1,0,0,1,1,3.0,1,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13145,60.0,2,1.0,3.0,131000,1,0,1970.0,0,0,1,0,0,1,0,1.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13146,65.0,2,1.0,3.0,131000,1,0,1970.0,0,0,1,0,0,1,0,1.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13147,60.0,1,1.0,1.0,218000,0,0,1997.0,0,1,1,0,0,0,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13148,323.0,4,3.0,1.0,815000,1,0,1970.0,0,0,0,1,1,0,0,2.0,0,Colina,Ciudad Lineal,4677.53,Casa o chalet
13149,90.0,3,2.0,1.0,360000,0,0,1986.0,0,1,1,0,0,1,0,3.0,1,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13150,125.0,3,2.0,6.0,299000,0,0,1970.0,1,1,1,0,0,1,0,3.0,1,San Pascual,Ciudad Lineal,4015.76,Dúplex
13151,119.0,2,2.0,1.0,535000,0,0,1999.0,1,1,1,0,1,0,0,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13152,56.0,2,1.0,6.0,199000,0,0,1970.0,0,1,1,0,0,1,0,3.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13153,210.0,4,3.0,1.0,840000,0,0,1970.0,0,1,1,0,1,0,1,3.0,1,Costillares,Ciudad Lineal,4235.69,Pisos
13154,145.0,4,2.0,3.0,525000,0,0,1970.0,1,1,1,0,0,1,1,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13155,67.0,3,1.0,0.0,138900,0,0,1970.0,0,1,1,0,0,0,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13156,80.0,3,1.0,0.0,199000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13157,67.0,3,1.0,0.0,138900,0,0,1970.0,0,1,1,0,0,0,1,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13158,100.0,3,2.0,4.0,224000,0,0,1966.0,1,1,1,0,0,1,0,2.0,0,Ventas,Ciudad Lineal,2686.93,Pisos
13159,62.0,2,1.0,1.0,245000,0,0,1970.0,0,1,1,0,0,0,0,3.0,0,Concepción,Ciudad Lineal,3341.09,Pisos
13160,51.0,1,1.0,1.0,307900,0,0,2019.0,1,1,1,0,1,0,0,3.0,1,Malasaña-Universidad,Chamartín,3810.08,Pisos
13161,58.0,2,1.0,1.0,164000,0,0,1970.0,0,0,0,0,0,1,0,3.0,0,Pueblo Nuevo,Ciudad Lineal,2578.87,Pisos
13162,47.0,2,1.0,0.0,126000,0,0,1957.0,1,1,1,0,0,0,1,3.0,0,Quintana,Ciudad Lineal,2900.58,Pisos
13163,63.0,1,1.0,1.0,254000,0,0,2006.0,1,1,1,0,1,0,1,3.0,0,Costillares,Ciudad Lineal,4235.69,Pisos
13164,177.0,3,2.0,1.0,650000,0,0,1989.0,1,1,1,0,1,0,1,3.0,0,Costillares,Ciudad Lineal,4235.69,Pisos
